node_id,latitude,longitude
314,29.881,77.3
315,29.413,77.641
316,29.855,77.855
317,29.142,77.462
318,29.611,77.877
319,29.424,77.678
320,29.752,77.443
321,29.296,77.673
322,29.04,77.313
323,29.875,77.072
324,29.818,77.61
325,29.017,77.932
326,29.112,77.695
327,29.169,77.831
328,29.04,77.488
329,29.685,77.09
330,29.497,77.589
331,29.99,77.145
332,29.353,77.314
333,29.651,77.74
334,29.044,77.258
335,29.335,77.759
336,29.192,77.605
337,29.264,77.181
338,29.503,77.829
339,29.775,77.608
340,29.292,77.997
341,29.549,77.556
342,29.561,77.627
343,29.467,77.541
344,29.129,77.24
345,29.813,77.174
346,29.601,77.077
347,29.215,77.683
348,29.213,77.992
349,29.824,77.601
350,29.392,77.759
351,29.67,77.428
352,29.027,77.084
353,29.075,77.786
354,29.498,77.97
355,29.287,77.847
356,29.604,77.503
357,29.221,77.663
358,29.706,77.363
359,29.01,77.171
360,29.489,77.24
361,29.164,77.542
362,29.619,77.913
363,29.591,77.704
364,29.818,77.232
365,29.75,77.205
366,29.975,77.539
367,29.303,77.422
368,29.098,77.247
369,29.584,77.648
370,29.971,77.864
371,29.913,77.075
372,29.545,77.712
373,29.546,77.678
374,29.769,77.262
375,29.519,77.985
376,29.289,77.944
377,29.865,77.54
378,29.245,77.508
379,29.318,77.87
380,29.601,77.323
381,29.132,77.472
382,29.152,77.087
383,29.57,77.763
384,29.901,77.103
385,29.423,77.527
386,29.6,77.969
387,29.015,77.565
388,29.028,77.543
389,29.347,77.088
390,29.943,77.637
391,29.409,77.463
392,29.049,77.681
393,29.588,77.342
394,29.608,77.06
395,29.221,77.758
396,29.954,77.888
397,29.146,77.69
398,29.949,77.843
399,29.43,77.62
400,29.748,77.067
401,29.536,77.783
402,29.035,77.226
403,29.185,77.038
404,29.853,77.629
405,29.224,77.748
406,29.923,77.359
407,29.257,77.766
408,29.944,77.955
409,29.318,77.726
410,29.411,77.025
411,29.355,77.001
412,29.549,77.496
413,29.584,77.515
414,29.964,77.342
415,29.075,77.913
416,29.142,77.196
417,29.948,77.072
418,29.426,77.606
419,29.173,77.429
420,29.404,77.705
421,29.626,77.812
422,29.375,77.093
423,29.565,77.036
424,29.736,77.141
425,29.814,77.994
426,29.256,77.652
427,29.936,77.838
428,29.482,77.355
429,29.015,77.131
430,29.23,77.841
431,29.625,77.011
432,29.637,77.186
433,29.69,77.65
434,29.662,77.634
435,29.893,77.353
436,29.416,77.452
437,29.008,77.262
438,29.233,77.454
439,29.303,77.634
440,29.303,77.256
441,29.148,77.124
442,29.317,77.213
443,29.109,77.028
444,29.2,77.08
445,29.318,77.858
446,29.05,77.155
447,29.361,77.264
448,29.903,77.676
449,29.643,77.909
450,29.902,77.561
451,29.489,77.948
452,29.282,77.653
453,29.674,77.22
454,29.402,77.923
455,29.831,77.369
456,29.878,77.259
457,29.008,77.619
458,29.971,77.003
459,29.945,77.781
460,29.504,77.392
461,29.685,77.313
462,29.698,77.589
463,29.722,77.938
464,29.037,77.41
465,29.461,77.234
466,29.508,77.961
467,29.959,77.493
468,29.515,77.269
469,29.937,77.869
470,29.058,77.7
471,29.971,77.264
472,29.117,77.215
473,29.555,77.815
474,29.33,77.039
475,29.212,77.288
476,29.082,77.954
477,29.085,77.71
478,29.484,77.774
479,29.38,77.815
480,29.951,77.541
481,29.115,77.679
482,29.11,77.898
483,29.073,77.788
484,29.977,77.132
485,29.956,77.689
486,29.113,77.008
487,29.941,77.79
488,29.723,77.363
489,29.028,77.184
490,29.778,77.2
491,29.071,77.885
492,29.974,77.071
493,29.333,77.867
494,29.153,77.295
495,29.168,77.825
496,29.676,77.629
497,29.65,77.598
498,29.309,77.693
499,29.686,77.08
500,29.116,77.249
501,29.667,77.528
502,29.679,77.864
503,29.421,77.405
504,29.826,77.816
505,29.516,77.726
506,29.666,77.087
507,29.681,77.964
508,29.34,77.686
509,29.021,77.662
510,29.721,77.064
511,29.309,77.415
512,29.902,77.873
513,29.124,77.941
514,29.745,77.762
515,29.423,77.531
516,29.806,77.268
517,29.318,77.602
518,29.907,77.307
519,29.481,77.012
520,29.136,77.63
521,29.114,77.809
522,29.084,77.556
523,29.29,77.293
524,29.996,77.152
525,29.054,77.345
526,29.708,77.248
527,29.491,77.712
528,29.131,77.114
529,29.439,77.958
530,29.722,77.704
531,29.995,77.052
532,29.269,77.479
533,29.238,77.423
534,29.918,77.866
535,29.659,77.498
536,29.486,77.196
537,29.462,77.633
538,29.158,77.022
539,29.146,77.392
540,29.037,77.925
541,29.647,77.458
542,29.602,77.807
543,29.098,77.83
544,29.292,77.6
545,29.278,77.799
546,29.352,77.448
547,29.882,77.54
548,29.315,77.575
549,29.762,77.567
550,29.336,77.397
551,29.418,77.897
552,29.828,77.851
553,29.816,77.23
554,29.449,77.925
555,29.658,77.229
556,29.52,77.94
557,29.56,77.147
558,29.162,77.655
559,29.675,77.792
560,29.361,77.754
561,29.398,77.146
562,29.714,77.946
563,29.188,77.569
564,29.638,77.663
565,29.075,77.515
566,29.521,77.475
567,29.615,77.528
568,29.234,77.57
569,29.905,77.464
570,29.557,77.962
571,29.161,77.524
572,29.549,77.469
573,29.33,77.923
574,29.35,77.333
575,29.925,77.91
576,29.737,77.336
577,29.337,77.278
578,29.393,77.636
579,29.714,77.164
580,29.591,77.949
581,29.135,77.505
582,29.337,77.004
583,29.337,77.623
584,29.664,77.97
585,29.608,77.568
586,29.281,77.085
587,29.152,77.373
588,29.652,77.194
589,29.876,77.826
590,29.396,77.572
591,29.249,77.64
592,29.174,77.819
593,29.943,77.611
594,29.941,77.289
595,29.419,77.565
596,29.805,77.585
597,29.216,77.45
598,29.615,77.609
599,29.064,77.166
600,29.893,77.074
601,29.509,77.3
602,29.695,77.573
603,29.589,77.161
604,29.172,77.968
605,29.358,77.031
606,29.268,77.426
607,29.51,77.422
608,29.774,77.779
609,29.91,77.552
610,29.182,77.391
611,29.495,77.764
612,29.874,77.364
613,29.902,77.255
614,29.46,77.474
615,29.972,77.821
616,29.122,77.547
617,29.577,77.789
618,29.605,77.195
619,29.594,77.95
620,29.343,77.754
621,29.481,77.012
622,29.672,77.439
623,29.428,77.912
624,29.762,77.967
625,29.408,77.415
626,29.908,77.223
627,29.759,77.434
628,29.204,77.486
629,29.319,77.958
630,29.945,77.806
631,29.166,77.7
632,29.367,77.692
633,29.787,77.532
634,29.556,77.974
635,29.447,77.021
636,29.283,77.222
637,29.331,77.376
638,29.583,77.948
639,29.723,77.982
640,29.018,77.776
641,29.22,77.111
642,29.182,77.856
643,29.49,77.925
644,29.324,77.486
645,29.677,77.969
646,29.643,77.534
647,29.677,77.668
648,29.068,77.991
649,29.196,77.783
650,29.828,77.727
651,29.426,77.871
652,29.697,77.612
653,29.703,77.027
654,29.408,77.545
655,29.508,77.185
656,29.238,77.237
657,29.443,77.313
658,29.501,77.85
659,29.128,77.111
660,29.65,77.149
661,29.192,77.454
662,29.869,77.681
663,29.465,77.267
664,29.713,77.793
665,29.634,77.472
666,29.972,77.83
667,29.901,77.442
668,29.177,77.877
669,29.77,77.702
670,29.364,77.381
671,29.59,77.823
672,29.237,77.023
673,29.179,77.595
674,29.169,77.327
675,29.042,77.31
676,29.182,77.058
677,29.926,77.487
678,29.67,77.528
679,29.651,77.258
680,29.213,77.86
681,29.783,77.286
682,29.742,77.61
683,29.472,77.128
684,29.434,77.841
685,29.718,77.503
686,29.867,77.865
687,29.938,77.881
688,29.257,77.75
689,29.614,77.598
690,29.458,77.661
691,29.063,77.756
692,29.807,77.278
693,29.489,77.435
694,29.365,77.075
695,29.586,77.386
696,29.833,77.36
697,29.33,77.048
698,29.928,77.492
699,29.433,77.84
700,29.766,77.735
701,29.81,77.599
702,29.837,77.892
703,29.982,77.328
704,29.352,77.369
705,29.244,77.794
706,29.608,77.252
707,29.647,77.432
708,29.535,77.208
709,29.264,77.497
710,29.243,77.649
711,29.015,77.841
712,29.189,77.1
713,29.812,77.648
714,29.523,77.851
715,29.474,77.633
716,29.891,77.2
717,29.854,77.99
718,29.697,77.919
719,29.78,77.578
720,29.931,77.544
721,29.34,77.487
722,29.899,77.525
723,29.483,77.538
724,29.492,77.193
725,29.252,77.011
726,29.56,77.834
727,29.84,77.497
728,29.785,77.529
729,29.54,77.805
730,29.791,77.392
731,29.21,77.549
732,29.578,77.979
733,29.971,77.277
734,29.073,77.193
735,29.62,77.497
736,29.826,77.276
737,29.79,77.582
738,29.578,77.159
739,29.418,77.489
740,29.159,77.449
741,29.924,77.072
742,29.38,77.008
743,29.967,77.208
744,29.477,77.503
745,29.37,77.607
746,29.196,77.074
747,29.722,77.611
748,29.019,77.761
749,29.056,77.89
750,29.163,77.683
751,29.716,77.932
752,29.452,77.741
753,29.954,77.813
754,29.862,77.396
755,29.46,77.615
756,29.904,77.599
757,29.136,77.68
758,29.198,77.032
759,29.387,77.584
760,29.24,77.517
761,29.006,77.67
762,29.241,77.882
763,29.249,77.523
764,29.758,77.105
765,29.621,77.095
766,29.296,77.916
767,29.678,77.178
768,29.579,77.058
769,29.577,77.75
770,29.007,77.729
771,29.081,77.995
772,29.678,77.676
773,29.753,77.899
774,29.784,77.565
775,29.093,77.608
776,29.172,77.243
777,29.929,77.514
778,29.168,77.055
779,29.191,77.973
780,29.922,77.748
781,29.651,77.986
782,29.144,77.446
783,29.577,77.517
784,29.629,77.916
785,29.874,77.791
786,29.469,77.912
787,29.146,77.693
788,29.091,77.815
789,29.949,77.857
790,29.64,77.052
791,29.236,77.551
792,29.487,77.226
793,29.162,77.955
794,29.183,77.394
795,29.18,77.097
796,29.065,77.065
797,29.513,77.261
798,29.578,77.078
799,29.878,77.14
800,29.611,77.947
801,29.445,77.17
802,29.975,77.489
803,29.75,77.149
804,29.333,77.865
805,29.214,77.282
806,29.007,77.432
807,29.896,77.367
808,29.522,77.882
809,29.81,77.641
810,29.231,77.187
811,29.705,77.479
812,29.321,77.538
813,29.351,77.447
814,29.208,77.646
815,29.276,77.759
816,29.189,77.422
817,29.666,77.486
818,29.455,77.028
819,29.614,77.86
820,29.253,77.777
821,29.348,77.503
822,29.861,77.431
823,29.082,77.455
824,29.197,77.106
825,29.752,77.821
826,29.296,77.281
827,29.021,77.455
828,29.947,77.124
829,29.318,77.135
830,29.376,77.774
831,29.859,77.998
832,29.074,77.253
833,29.922,77.635
834,29.643,77.888
835,29.153,77.232
836,29.747,77.68
837,29.926,77.678
838,29.45,77.801
839,29.961,77.199
840,29.855,77.363
841,29.716,77.573
842,29.561,77.245
843,29.473,77.274
844,29.55,77.353
845,29.181,77.287
846,29.699,77.11
847,29.643,77.465
848,29.172,77.529
849,29.981,77.112
850,29.476,77.381
851,29.247,77.89
852,29.671,77.805
853,29.372,77.032
854,29.989,77.32
855,29.165,77.431
856,29.658,77.293
857,29.206,77.578
858,29.948,77.206
859,29.171,77.166
860,29.396,77.697
861,29.02,77.694
862,29.529,77.788
863,29.109,77.984
864,29.969,77.978
865,29.617,77.015
866,29.626,77.684
867,29.168,77.906
868,29.928,77.097
869,29.118,77.39
870,29.199,77.785
871,29.486,77.199
872,29.42,77.71
873,29.271,77.813
874,29.415,77.085
875,29.318,77.58
876,29.331,77.267
877,29.387,77.444
878,29.186,77.507
879,29.36,77.827
880,29.074,77.431
881,29.152,77.271
882,29.268,77.693
883,29.885,77.337
884,29.311,77.604
885,29.677,77.406
886,29.768,77.022
887,29.413,77
888,29.542,77.537
889,29.038,77.388
890,29.355,77.289
891,29.647,77.181
892,29.093,77.584
893,29.987,77.761
894,29.493,77.217
895,29.501,77.482
896,29.447,77.665
897,29.753,77.104
898,29.084,77.095
899,29.525,77.221
900,29.964,77.781
901,29.872,77.106
902,29.656,77.343
903,29.593,77.08
904,29.08,77.868
905,29.411,77.713
906,29.968,77.251
907,29.216,77.079
908,29.768,77.04
909,29.531,77.933
910,29.779,77.663
911,29.259,77.653
912,29.936,77.095
913,29.365,77.874
914,29.72,77.835
915,29.68,77.976
916,29.455,77.725
917,29.071,77.808
918,29.559,77.156
919,29.602,77.832
920,29.905,77.44
921,29.375,77.562
922,29.885,77.962
923,29.08,77.836
924,29.797,77.202
925,29.508,77.08
926,29.34,77.076
927,29.058,77.493
928,29.74,77.546
929,29.474,77.773
930,29.097,77.88
931,29.335,77.072
932,29.4,77.707
933,29.955,77.666
934,29.141,77.588
935,29.481,77.168
936,29.315,77.396
937,29.225,77.009
938,29.012,77.136
939,29.455,77.762
940,29.043,77.742
941,29.021,77.922
942,29.512,77.248
943,29.018,77.368
944,29.717,77.714
945,29.65,77.29
946,29.335,77.759
947,29.169,77.895
948,29.303,77.64
949,29.979,77.199
950,29.105,77.791
951,29.661,77.681
952,29.652,77.753
953,29.033,77.029
954,29.987,77.042
955,29.253,77.083
956,29.42,77.814
957,29.718,77.244
958,29.063,77.229
959,29.652,77.864
960,29.769,77.47
961,29.005,77.047
962,29.594,77.487
963,29.326,77.276
964,29.323,77.54
965,29.679,77.99
966,29.588,77.71
967,29.271,77.945
968,29.221,77.47
969,29.183,77.589
970,29.955,77.978
971,29.779,77.006
972,29.262,77.135
973,29.487,77.196
974,29.033,77.088
975,29.935,77.779
976,29.993,77.79
977,29.962,77.965
978,29.001,77.105
979,29.807,77.567
980,29.669,77.134
981,29.671,77.457
982,29.998,77.545
983,29.597,77.218
984,29.838,77.844
985,29.372,77.563
986,29.028,77.264
987,29.801,77.723
988,29.49,77.604
989,29.601,77.227
990,29.197,77.692
991,29.771,77.363
992,29.301,77.363
993,29.721,77.565
994,29.421,77.445
995,29.61,77.495
996,29.741,77.022
997,29.812,77.151
998,29.015,77.055
999,29.393,77.738
1000,29.279,77.882
1001,29.608,77.654
1002,29.822,77.707
1003,29.245,77.338
1004,29.144,77.29
1005,29.339,77.154
1006,29.604,77.623
1007,29.225,77.078
1008,29.724,77.981
1009,29.33,77.733
1010,29.223,77.594
1011,29.13,77.846
1012,29.987,77.445
1013,29.805,77.616
1014,29.75,77.489
1015,29.338,77.963
1016,29.135,77.697
1017,29.209,77.63
1018,29.224,77.908
1019,29.737,77.474
1020,29.92,77.372
1021,29.293,77.855
1022,29.734,77.561
1023,29.056,77.606
1024,29.184,77.075
1025,29.382,77.119
1026,29.741,77.432
1027,29.684,77.779
1028,29.279,77.283
1029,29.667,77.836
1030,29.125,77.118
1031,29.737,77.028
1032,29.119,77.577
1033,29.737,77.091
1034,29.556,77.795
1035,29.06,77.901
1036,29.793,77.432
1037,29.136,77.58
1038,29.875,77.907
1039,29.184,77.074
1040,29.719,77.79
1041,29.476,77.041
1042,29.351,77.329
1043,29.29,77.974
1044,29.072,77.591
1045,29.189,77.787
1046,29.49,77.239
1047,29.893,77.053
1048,29.063,77.681
1049,29.903,77.005
1050,29.176,77.479
1051,29.695,77.139
1052,29.468,77.998
1053,29.083,77.639
1054,29.515,77.621
1055,29.993,77.826
1056,29.722,77.838
1057,29.828,77.581
1058,29.399,77.978
1059,29.891,77.023
1060,29.943,77.834
1061,29.243,77.349
1062,29.702,77.707
1063,29.502,77.141
1064,29.687,77.346
1065,29.891,77.637
1066,29.413,77.4
1067,29.816,77.69
1068,29.162,77.935
1069,29.126,77.41
1070,29.877,77.382
1071,29.26,77.189
1072,29.705,77.874
1073,29.663,77.722
1074,29.195,77.566
1075,29.36,77.038
1076,29.588,77.811
1077,29.245,77.467
1078,29.425,77.867
1079,29.189,77.542
1080,29.063,77.547
1081,29.502,77.617
1082,29.099,77.023
1083,29.226,77.203
1084,29.048,77.051
1085,29.57,77.636
1086,29.458,77.967
1087,29.456,77.405
1088,29.531,77.962
1089,29.819,77.975
1090,29.556,77.531
1091,29.495,77.044
1092,29.591,77.803
1093,29.388,77.915
1094,29.45,77.319
1095,29.272,77.791
1096,29.383,77.133
1097,29.775,77.642
1098,29.569,77.3
1099,29.954,77.078
1100,29.585,77.257
1101,29.333,77.893
1102,29.49,77.103
1103,29.75,77.233
1104,29.722,77.271
1105,29.611,77.99
1106,29.338,77.641
1107,29.258,77.047
1108,29.352,77.658
1109,29.479,77.302
1110,29.683,77.99
1111,29.002,77.568
1112,29.422,77.895
1113,29.135,77.008
1114,29.361,77.742
1115,29.194,77.699
1116,29.188,77.178
1117,29.042,77.357
1118,29.941,77.847
1119,29.469,77.345
1120,29.38,77.913
1121,29.964,77.71
1122,29.061,77.385
1123,29.073,77.504
1124,29.462,77.703
1125,29.102,77.069
1126,29.154,77.529
1127,29.552,77.074
1128,29.149,77.73
1129,29.244,77.844
1130,29.049,77.118
1131,29.065,77.363
1132,29.552,77.773
1133,29.47,77.731
1134,29.747,77.511
1135,29.869,77.398
1136,29.498,77.103
1137,29.352,77.679
1138,29.053,77.043
1139,29.522,77.088
1140,29.563,77.834
1141,29.85,77.022
1142,29.24,77.911
1143,29.492,77.651
1144,29.58,77.477
1145,29.616,77.876
1146,29.178,77.22
1147,29.615,77.348
1148,29.798,77.179
1149,29.635,77.857
1150,29.883,77.662
1151,29.902,77.262
1152,29.42,77.77
1153,29.022,77.273
1154,29.841,77.686
1155,29.888,77.917
1156,29.717,77.892
1157,29.698,77.267
1158,29.749,77.065
1159,29.389,77.932
1160,29.619,77.081
1161,29.003,77.13
1162,29.028,77.631
1163,29.589,77.152
1164,29.63,77.172
1165,29.864,77.407
1166,29.295,77.428
1167,29.681,77.49
1168,29.61,77.177
1169,29.071,77.236
1170,29.459,77.643
1171,29.84,77.633
1172,29.037,77.893
1173,29.63,77.274
1174,29.993,77.782
1175,29.203,77.461
1176,29.29,77.662
1177,29.307,77.997
1178,29.151,77.423
1179,29.89,77.717
1180,29.64,77.703
1181,29.566,77.883
1182,29.661,77.659
1183,29.245,77.386
1184,29.651,77.765
1185,29.601,77.84
1186,29.209,77.497
1187,29.283,77.25
1188,29.058,77.421
1189,29.175,77.581
1190,29.787,77.271
1191,29.287,77.999
1192,29.504,77.979
1193,29.138,77.7
1194,29.53,77.461
1195,29.118,77.205
1196,29.54,77.828
1197,29.459,77.622
1198,29.398,77.76
1199,29.098,77.935
1200,29.481,77.614
1201,29.567,77.493
1202,29.596,77.161
1203,29.746,77.538
1204,29.67,77.538
1205,29.476,77.555
1206,29.917,77.371
1207,29.76,77.752
1208,29.758,77.433
1209,29.255,77.065
1210,29.726,77.401
1211,29.034,77.759
1212,29.393,77.548
1213,29.273,77.792
1214,29.193,77.933
1215,29.137,77.103
1216,29.69,77.211
1217,29.694,77.668
1218,29.627,77.498
1219,29.989,77.248
1220,29.879,77.647
1221,29.149,77.931
1222,29.669,77.875
1223,29.598,77.449
1224,29.436,77.599
1225,29.123,77.443
1226,29.731,77.154
1227,29.861,77.434
1228,29.385,77.967
1229,29.816,77.393
1230,29.704,77.866
1231,29.953,77.308
1232,29.223,77.684
1233,29.792,77.667
1234,29.048,77.469
1235,29.93,77.811
1236,29.814,77.09
1237,29.427,77.743
1238,29.604,77.599
1239,29.474,77.195
1240,29.506,77.158
1241,29.589,77.858
1242,29.809,77.889
1243,29.447,77.04
1244,29.818,77.364
1245,29.975,77.026
1246,29.089,77.503
1247,29.066,77.412
1248,29.84,77.57
1249,29.676,77.395
1250,29.641,77.986
1251,29.651,77.109
1252,29.187,77.083
1253,29.085,77.39
1254,29.25,77.686
1255,29.755,77.381
1256,29.128,77.502
1257,29.277,77.862
1258,29.424,77.565
1259,29.872,77.832
1260,29.885,77.428
1261,29.646,77.889
1262,29.478,77.883
1263,29.925,77.265
1264,29.26,77.045
1265,29.778,77.821
1266,29.855,77.52
1267,29.927,77.773
1268,29.134,77.251
1269,29.675,77.336
1270,29.334,77.001
1271,29.737,77.31
1272,29.974,77.59
1273,29.356,77.071
1274,29.08,77.935
1275,29.145,77.282
1276,29.825,77.718
1277,29.573,77.712
1278,29.037,77.998
1279,29.905,77.162
1280,29.717,77.692
1281,29.539,77.047
1282,29.946,77.103
1283,29.231,77.115
1284,29.839,77.858
1285,29.829,77.645
1286,29.394,77.199
1287,29.645,77.272
1288,29.675,77.862
1289,29.072,77.773
1290,29.48,77.238
1291,29.897,77.542
1292,29.608,77.203
1293,29.277,77.125
1294,29.134,77.401
1295,29.078,77.382
1296,29.169,77.736
1297,29.478,77.939
1298,29.138,77.721
1299,29.426,77.663
1300,29.677,77.575
1301,29.724,77.981
1302,29.7,77.961
1303,29.862,77.002
1304,29.448,77.095
1305,29.684,77.016
1306,29.137,77.507
1307,29.993,77.284
1308,29.944,77.259
1309,29.821,77.058
1310,29.643,77.668
1311,29.677,77.119
1312,29.857,77.041
1313,29.891,77.264
1314,29.623,77.915
1315,29.072,77.929
1316,29.841,77.715
1317,29.615,77.536
1318,29.957,77.759
1319,29.7,77.452
1320,29.093,77.241
1321,29.829,77.448
1322,29.227,77.798
1323,29.224,77.324
1324,29.274,77.133
1325,29.885,77.038
1326,29.17,77.862
1327,29.629,77.084
1328,29.909,77.878
1329,29.923,77.085
1330,29.4,77.024
1331,29.193,77.105
1332,29.412,77.765
1333,29.767,77.407
1334,29.677,77.784
1335,29.704,77.79
1336,29.834,77.891
1337,29.621,77.085
1338,29.734,77.19
1339,29.542,77.998
1340,29.086,77.018
1341,29.621,77.424
1342,29.597,77.376
1343,29.254,77.669
1344,29.108,77.927
1345,29.493,77.068
1346,29.366,77.102
1347,29.438,77.6
1348,29.819,77.318
1349,29.29,77.984
1350,29.339,77.556
1351,29.808,77.632
1352,29.478,77.814
1353,29.787,77.239
1354,29.074,77.02
1355,29.827,77.554
1356,29.988,77.441
1357,29.798,77.642
1358,29.002,77.321
1359,29.104,77.946
1360,29.056,77.509
1361,29.833,77.708
